y_true,y_pred
6.384049948343599,5.223470351891232
8.301029995663981,8.27078824374892
8.301029995663981,7.104103813387846
8.522878745280337,8.522878745280337
7.795880017344075,7.803561284223186
6.113509274827518,6.168492819656423
4.522878745280337,4.5307968698850996
8.795880017344075,8.44752261529408
5.434624497285927,5.430267963487167
5.301029995663981,5.300123557789547
6.684029654543083,6.702933890523394
6.8297382846050425,6.831673652924477
7.5376020021010435,7.703790597681912
7.494850021680094,7.4751562249361925
8.55284196865778,8.485062277564833
5.045757490560675,5.962412158843811
4.384049948343599,4.43993805707602
8.193820026016112,7.886722773071144
6.614393726401688,6.4533296124502355
8.443697499232712,8.116488612459985
5.301029995663981,5.948534024325829
7.221848749616356,7.2293783952623984
5.507239610973162,6.050156005640726
5.468521082957745,6.060880223499084
6.958607314841775,6.887330999921136
6.931814138253839,6.935457376650634
8.0,8.0
7.096910013008056,7.088448913828367
8.4089353929735,8.37287770914095
4.0,4.0
8.045757490560675,8.024669075900162
4.448062304635163,5.392444937512211
4.974284616098659,4.973002699454913
7.795880017344075,7.7710937372604665
6.508638306165727,6.519430329504874
7.67778070526608,6.1041394544591245
5.447940465812116,6.021551649321497
7.1487416512809245,6.864216372942859
6.6020599913279625,6.609910149513811
4.698970004336019,6.215440210822999
6.721246399047171,6.718504386014686
8.337242168318426,8.529289745048473
5.202732459169283,5.436808049174108
6.468521082957745,6.5044218225091655
8.522878745280337,8.522878745280337
4.0,4.0
8.0,8.009691001300805
7.522878745280337,7.528926820018475
7.468521082957745,7.4664775808291735
4.0,4.197259564599347
6.853871964321762,6.828212447267037
4.3979400086720375,4.722945074028823
6.585026652029182,6.591759685247479
6.779891911959945,6.701799629646322
8.585026652029182,8.229673377557017
7.221848749616356,6.011064658410641
5.738261452647462,5.744586695656961
5.0,4.910237290870955
8.301029995663981,8.30683911822742
7.161150909262744,7.172032549283185
5.123839915174372,5.424733504540976
5.931814138253839,5.956966082378207
7.619788758288394,5.595450530284942
8.585026652029182,8.623080447637214
5.392544976785332,5.402325898066504
6.309803919971486,6.283496632998725
6.539102157243452,6.510777387052007
5.82102305270683,6.720503493236322
8.823908740944319,5.820974580217966
4.8344589232776265,6.095067831405856
7.431798275933005,7.4306400886780235
7.853871964321762,7.235856472025207
5.319211388493318,5.562923688303929
8.468521082957745,8.173700869707492
4.920818753952375,6.762426475731161
4.522878745280337,4.553223692259077
5.0,6.869755001387505
5.064492734175287,5.801432119853404
5.0,5.332148162095988
7.187086643357144,7.182157304391072
7.886056647693163,7.904595222969793
7.610833915635467,6.887629895047246
4.0,5.199762656353171
4.0,4.074909230029914
8.187086643357144,7.868319314164592
5.221848749616356,5.160330431007042
5.494850021680094,5.767400723636394
6.87942606879415,6.638060268859769
4.6020599913279625,4.602689921845927
5.00436480540245,4.949721902265626
5.1249387366083,5.192246309938483
7.455931955649724,6.882177434409466
4.301029995663981,4.78147791963791
8.221848749616356,7.75220382250708
7.619788758288394,7.6116993119656655
8.05551732784983,7.194347362011728
5.078209514341813,5.073741645429567
6.665546248849069,6.670696301874287
7.086186147616283,6.9751520371866835
8.522878745280337,8.522878745280337
8.096910013008056,7.586896076413126
5.522878745280337,5.532638991963884
9.0,7.445796573408364
7.119186407719209,6.734475218041562
6.795880017344075,6.819912369303424
8.154901959985743,7.245468445316705
5.161150909262744,6.602405999012516
7.2839966563652,7.273093461157691
5.154901959985743,5.40954795803532
7.0,7.0
5.0,5.006048074738138
6.920818753952375,7.170904143924501
9.096910013008056,8.93976704633214
5.368860749743189,5.98765825475208
5.123782159408358,5.126402071029176
6.59176003468815,6.358312572067575
5.0,4.995744840504569
6.304518323509803,7.204925102822034
7.657577319177793,7.65783914030651
5.274987274658843,5.2536855702616645
6.363512103646634,6.270257195968137
