canonical_smiles,molecule_chembl_id,standard_value,value,target_chembl_id,pIC50
COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL260313,60.0,0.06,CHEMBL4005,7.221848749616356
COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL411950,37.0,0.037,CHEMBL4005,7.431798275933005
COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL405230,63.0,0.063,CHEMBL4005,7.200659450546418
COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL410071,33.0,0.033,CHEMBL4005,7.481486060122112
COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)OC)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL273038,31.0,0.031,CHEMBL4005,7.508638306165727
COC[C@H]1OC(=O)/C(=C/N2CCC(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL270553,172.0,0.172,CHEMBL4005,6.764471553092451
COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL408074,45.0,0.045,CHEMBL4005,7.346787486224656
COC[C@H]1OC(=O)/C(=C/N2CCN(CCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271982,78.0,0.078,CHEMBL4005,7.107905397309519
COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN(C)C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271780,38.0,0.038,CHEMBL4005,7.42021640338319
COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL410637,90.0,0.09,CHEMBL4005,7.045757490560675
COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271184,56.0,0.056,CHEMBL4005,7.251811972993799
COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL406237,87.0,0.087,CHEMBL4005,7.060480747381382
COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271544,43.0,0.043,CHEMBL4005,7.366531544420414
COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCN(C)CC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271430,91.0,0.091,CHEMBL4005,7.040958607678906
COC[C@H]1OC(=O)/C(=C/N(CCC#N)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL405157,444.0,0.444,CHEMBL4005,6.35261702988538
COC[C@H]1OC(=O)/C(=C/N(C)CC(O)CO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL409620,199.0,0.199,CHEMBL4005,6.701146923590294
COC[C@H]1OC(=O)/C(=C/N(CCO)CCO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL412076,918.0,0.918,CHEMBL4005,6.037157318798758
COC[C@H]1OC(=O)/C(=C/N(C)CCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL272593,193.0,0.193,CHEMBL4005,6.714442690992226
COC[C@H]1OC(=O)/C(=C/N(C)CC(=O)OC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL272281,1580.0,1.58,CHEMBL4005,5.801342913045577
COC[C@H]1OC(=O)/C(=C/N(C)C2CCN(C)C2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271413,127.0,0.127,CHEMBL4005,6.896196279044043
COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(c3ccc(OC)cc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL405258,15.0,0.015,CHEMBL4005,7.823908740944319
COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL407215,24.0,0.024,CHEMBL4005,7.619788758288394
COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL407214,10.0,0.01,CHEMBL4005,8.0
COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL272595,22.0,0.022,CHEMBL4005,7.657577319177793
CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(CC)CC,CHEMBL429577,24.0,0.024,CHEMBL4005,7.619788758288394
CCN(CC)CCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL409671,50.0,0.05,CHEMBL4005,7.301029995663981
CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCCN(C)C,CHEMBL272897,12.0,0.012,CHEMBL4005,7.920818753952375
CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(C)C,CHEMBL272898,5.0,0.005,CHEMBL4005,8.301029995663981
COC[C@H]1OC(=O)/C(=C/N(C)CCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL409427,8.4,0.0084,CHEMBL4005,8.075720713938118
COC[C@H]1OC(=O)/C(=C/N(CCN(C)C)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271257,66.0,0.066,CHEMBL4005,7.180456064458132
COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL272816,9.6,0.0096,CHEMBL4005,8.017728766960431
COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL410644,638.0,0.638,CHEMBL4005,6.195179321278838
COC[C@H]1OC(=O)/C(=C/NCCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL409294,10000.0,10.0,CHEMBL4005,5.0
COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL410643,64.0,0.064,CHEMBL4005,7.1938200260161125
C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,CHEMBL411907,88.0,0.088,CHEMBL4005,7.055517327849832
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,CHEMBL273832,2.7,0.0027,CHEMBL4005,8.568636235841012
COC[C@H]1OC(=O)/C(=C/N2CCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL428873,496.0,0.496,CHEMBL4005,6.304518323509803
CCCCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL409251,635.0,0.635,CHEMBL4005,6.197226274708024
COC[C@H]1OC(=O)/C(=C/NC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL272190,10000.0,10.0,CHEMBL4005,5.0
COC[C@H]1OC(=O)/C(=C/N(C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL270746,440.0,0.44,CHEMBL4005,6.356547323513812
COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,CHEMBL271190,1110.0,1.11,CHEMBL4005,5.954677021213342
CCN/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL271191,10000.0,10.0,CHEMBL4005,5.0
CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC,CHEMBL406655,7850.0,7.85,CHEMBL4005,5.105130343254747
COc1ccc2c(Sc3ccc([N+](=O)[O-])cc3)c3ccoc3nc2c1,CHEMBL257371,4000.0,4.0,CHEMBL4005,5.3979400086720375
COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,CHEMBL496332,243.0,243.0,CHEMBL4005,6.614393726401688
Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,CHEMBL490428,24.0,24.0,CHEMBL4005,7.619788758288394
Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,CHEMBL510164,8.0,0.008,CHEMBL4005,8.096910013008056
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CHEMBL521851,3.0,0.003,CHEMBL4005,8.522878745280337
CN1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CHEMBL493090,44.0,0.044,CHEMBL4005,7.356547323513812
c1cc2nc(-c3ccc4cn[nH]c4c3)nc(N3CCOCC3)c2s1,CHEMBL493296,2450.0,2.45,CHEMBL4005,5.610833915635467
c1cc(-c2nc(N3CCOCC3)c3sccc3n2)c2cn[nH]c2c1,CHEMBL494921,102.0,0.102,CHEMBL4005,6.991399828238082
OCCN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,CHEMBL522031,7.0,0.007,CHEMBL4005,8.154901959985743
CN1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,CHEMBL523379,10.0,0.01,CHEMBL4005,8.0
COCCN(C)Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,CHEMBL493290,4.0,0.004,CHEMBL4005,8.397940008672037
CN(C)Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,CHEMBL493289,3.0,0.003,CHEMBL4005,8.522878745280337
Cc1csc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc12,CHEMBL493084,21.0,0.021,CHEMBL4005,7.6777807052660805
Cc1cc2nc(-c3cccc(O)c3)nc(N3CCOCC3)c2s1,CHEMBL493083,6.0,0.006,CHEMBL4005,8.221848749616356
COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC,CHEMBL492251,10000.0,10.0,CHEMBL4005,5.0
Cc1cc(F)ccc1OCc1cc(C(=O)NCCO)cc(N2CCOCC2)n1,CHEMBL469981,50000.0,50.0,CHEMBL4005,4.301029995663981
Cc1cc(F)ccc1OCc1cc(C(=O)NO)cc(N2CCOCC2)n1,CHEMBL472084,10000.0,10.0,CHEMBL4005,5.0
Cc1cc(F)ccc1OCc1cc(C(N)=O)cc(N2CCOCC2)n1,CHEMBL472085,10000.0,10.0,CHEMBL4005,5.0
Cc1cc(F)ccc1OCc1cc(C(=O)O)cc(N2CCOCC2)n1,CHEMBL469565,7000.0,7.0,CHEMBL4005,5.154901959985743
Cc1cc(F)ccc1NCc1cc(CO)cc(N2CCOCC2)n1,CHEMBL512309,20000.0,20.0,CHEMBL4005,4.698970004336019
Cc1cc(F)ccc1NCc1cc(C=O)cc(N2CCOCC2)n1,CHEMBL512311,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N2CCOCC2)n1,CHEMBL469796,5000.0,5.0,CHEMBL4005,5.301029995663981
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N2CCNCC2)n1,CHEMBL469797,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N2CCC(O)C2)n1,CHEMBL471046,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N(C)CCO)n1,CHEMBL512487,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(NCCO)n1,CHEMBL469806,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(N(CCO)CCO)n1,CHEMBL469807,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2ccncc2)n1,CHEMBL511807,29000.0,29.0,CHEMBL4005,4.5376020021010435
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2cccnc2)n1,CHEMBL470638,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2ccc(O)cc2)n1,CHEMBL470639,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2cccc(O)c2)n1,CHEMBL470852,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(-c2ccccc2O)n1,CHEMBL470853,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)O)cc(Cl)n1,CHEMBL502174,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)NCCO)cc(NCCO)n1,CHEMBL470855,100000.0,100.0,CHEMBL4005,4.0
Cc1cc(F)ccc1NCc1cc(C(=O)N2CCC(O)C2)cc(N2CCC(O)C2)n1,CHEMBL471057,100000.0,100.0,CHEMBL4005,4.0
O=C(O)c1ccnc(N2CCOCC2)c1,CHEMBL449172,36000.0,36.0,CHEMBL4005,4.443697499232712
CCOC(=O)c1ccnc(N2CCOCC2)c1,CHEMBL450243,51000.0,51.0,CHEMBL4005,4.292429823902063
CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,CHEMBL489058,10000.0,10.0,CHEMBL4005,5.0
CC1(C)CNC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,CHEMBL514869,199.0,199.0,CHEMBL4005,6.701146923590294
CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1,CHEMBL469099,975.0,975.0,CHEMBL4005,6.010995384301463
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3csc4ccccc34)nc2C1,CHEMBL478633,125.0,125.0,CHEMBL4005,6.903089986991944
CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ncccc34)nc2C1,CHEMBL478425,107.0,107.0,CHEMBL4005,6.97061622231479
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,CHEMBL513924,51.0,51.0,CHEMBL4005,7.292429823902063
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3c[nH]c4ccccc34)nc2C1,CHEMBL514061,2555.0,2555.0,CHEMBL4005,5.592609095529268
CC1(C)CC(=O)c2sc(N3CCOCC3Cc3ccc4ccccc4c3)nc2C1,CHEMBL476953,3492.0,3492.0,CHEMBL4005,5.456925764966468
CC1(C)CC(=O)c2sc(N3CCOCC3Cc3cccc4ccccc34)nc2C1,CHEMBL477999,229.0,229.0,CHEMBL4005,6.640164517660112
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3ccccc3)nc2C1,CHEMBL453232,833.0,833.0,CHEMBL4005,6.079354998593212
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3ccccc3)nc2C1,CHEMBL477787,20060.0,20060.0,CHEMBL4005,4.697669071315601
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3c3ccccc3)nc2C1,CHEMBL469059,50000.0,50000.0,CHEMBL4005,4.301029995663981
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3c3ccccc3)nc2C1,CHEMBL512470,50000.0,50000.0,CHEMBL4005,4.301029995663981
CC1(C)CC(=O)c2sc(-c3ccncc3)nc2C1,CHEMBL469057,20280.0,20280.0,CHEMBL4005,4.692932049338702
COCCNc1nc2c(s1)C(=O)CC(C)(C)C2,CHEMBL463606,40000.0,40000.0,CHEMBL4005,4.3979400086720375
CC1(C)CC(=O)c2sc(N3CCCCC3)nc2C1,CHEMBL469058,40000.0,40000.0,CHEMBL4005,4.3979400086720375
O=C1CC2(CCCCC2)Cc2nc(N3CCOCC3)sc21,CHEMBL469052,1900.0,1900.0,CHEMBL4005,5.721246399047171
O=C1CC2(CCCC2)Cc2nc(N3CCOCC3)sc21,CHEMBL512293,2429.0,2429.0,CHEMBL4005,5.614572485194869
O=C1CCCc2nc(N3CCOCC3)sc21,CHEMBL466962,8063.0,8063.0,CHEMBL4005,5.093503340200647
O=C1CC(c2ccccc2)Cc2nc(N3CCOCC3)sc21,CHEMBL466957,23800.0,23800.0,CHEMBL4005,4.623423042943488
CCCC1CC(=O)c2sc(N3CCOCC3)nc2C1,CHEMBL466106,8393.0,8393.0,CHEMBL4005,5.076082776886895
CC1CC(=O)c2sc(N3CCOCC3)nc2C1,CHEMBL466956,2494.0,2494.0,CHEMBL4005,5.603103550857476
COC[C@H]1OC(=O)/C(=C\NCCCCC(NC(C)=O)C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL504715,10000.0,10.0,CHEMBL4005,5.0
COC[C@H]1OC(=O)/C(=C\NCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL512987,10000.0,10.0,CHEMBL4005,5.0
COC[C@H]1OC(=O)/C(=C\N2CCCC2C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL511431,105.0,0.105,CHEMBL4005,6.978810700930062
COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL449623,174.0,0.174,CHEMBL4005,6.7594507517174005
COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL451905,128.0,0.128,CHEMBL4005,6.892790030352131
COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL501683,262.0,0.262,CHEMBL4005,6.581698708680254
COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL511922,119.0,0.119,CHEMBL4005,6.924453038607469
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)CCCCN(C)c1ccc([N+](=O)[O-])c2nonc12,CHEMBL446470,24.2,0.0242,CHEMBL4005,7.616184634019569
COC[C@H]1OC(=O)/C(=C\NCCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,CHEMBL450722,10000.0,10.0,CHEMBL4005,5.0
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccc5)cc43)nc2C1,CHEMBL469200,2666.0,2666.0,CHEMBL4005,5.5741398549221595
CC1(C)CC(=O)c2sc(N3CCOc4ccc(Br)cc43)nc2C1,CHEMBL469035,1972.0,1972.0,CHEMBL4005,5.705093089394808
CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,CHEMBL453240,1108.0,1108.0,CHEMBL4005,5.955460239607589
Cc1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,CHEMBL467966,1812.0,1812.0,CHEMBL4005,5.741841806659206
COc1ccc2c(c1)OCCN2c1nc2c(s1)C(=O)NC(C)(C)C2,CHEMBL512624,1131.0,1131.0,CHEMBL4005,5.946537395074545
Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,CHEMBL504616,294.0,294.0,CHEMBL4005,6.531652669587842
Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,CHEMBL512440,295.0,295.0,CHEMBL4005,6.530177984021837
Cn1ccnc1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,CHEMBL467561,2900.0,2900.0,CHEMBL4005,5.5376020021010435
Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,CHEMBL467395,636.0,636.0,CHEMBL4005,6.196542884351586
CC1(C)Cc2nc(N3CCOc4ccc(-c5ccn[nH]5)cc43)sc2C(=O)N1,CHEMBL511228,917.0,917.0,CHEMBL4005,6.037630664329979
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,CHEMBL467394,188.0,188.0,CHEMBL4005,6.72584215073632
CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,CHEMBL512092,89.0,89.0,CHEMBL4005,7.050609993355087
CC1(C)Cc2nc(N3CCOc4ccc(-c5cnc[nH]5)cc43)sc2C(=O)N1,CHEMBL467553,736.0,736.0,CHEMBL4005,6.133122185662502
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,CHEMBL469209,738.0,738.0,CHEMBL4005,6.131943638176958
CC1(C)Cc2nc(N3CCOc4ccc(-c5ncccn5)cc43)sc2C(=O)N1,CHEMBL469208,791.0,791.0,CHEMBL4005,6.101823516502323
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,CHEMBL512834,164.0,164.0,CHEMBL4005,6.785156151952302
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,CHEMBL469202,116.0,116.0,CHEMBL4005,6.935542010773082
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccncc5)cc43)nc2C1,CHEMBL512650,825.0,825.0,CHEMBL4005,6.0835460514500745
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cccnc5)cc43)nc2C1,CHEMBL512648,172.0,172.0,CHEMBL4005,6.764471553092451
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccn5)cc43)nc2C1,CHEMBL469194,677.0,677.0,CHEMBL4005,6.169411331314856
CC1(C)CC(=O)c2sc(N3CCOc4ncccc43)nc2C1,CHEMBL469193,11330.0,11330.0,CHEMBL4005,4.945770090136603
CN(C)Cc1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,CHEMBL467552,20000.0,20000.0,CHEMBL4005,4.698970004336019
CC1(C)CC(=O)c2sc(N3CCOc4cc(-c5ccccc5)ccc43)nc2C1,CHEMBL469271,20000.0,20000.0,CHEMBL4005,4.698970004336019
CC1(C)CC(=O)c2sc(N3CCOc4cc(Br)ccc43)nc2C1,CHEMBL512815,2847.0,2847.0,CHEMBL4005,5.545612532853045
CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,CHEMBL469201,676.0,676.0,CHEMBL4005,6.170053304058364
CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,CHEMBL449049,2372.0,2372.0,CHEMBL4005,5.624885315307775
COc1cc2c(cc1Nc1nc(Nc3cccc4c3C(=O)NC4)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,CHEMBL517163,0.8,0.8,CHEMBL4005,9.096910013008056
Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,CHEMBL550286,47.0,47.0,CHEMBL4005,7.327902142064283
CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,CHEMBL561844,404.0,404.0,CHEMBL4005,6.393618634889395
