Time (s),A Concentration (mol/L),I Concentration (mol/L),P Concentration (mol/L),Temperature (K),kf1 (s^-1),kr1 (s^-1),kf2 (s^-1),kr2 (s^-1)
8.5,0.1876623763522047,0.06042896631386679,0.7519086573339283,288.87561850072314,0.14327195223177663,0.000231740748174653,0.5918064417522442,0.000176940176143377
8.6,0.18498413743851466,0.05955526166139868,0.7554606009000865,288.83734816485827,0.14279014571205095,0.00023083180056775852,0.5899818590881819,0.0001762956520819336
8.700000000000001,0.18235284444810745,0.05869681814654323,0.7589503374053491,288.79974827122396,0.14231827945146372,0.00022994210097213713,0.5881944224642887,0.000175664600974847
8.8,0.17976740310726544,0.057853310177553095,0.7623792867151813,288.76280340838656,0.14185607705407954,0.00022907109900724472,0.5864431138506416,0.0001750466428624139
8.9,0.1772267535228421,0.05702441984342243,0.7657488266337353,288.72649863084234,0.14140327215566695,0.00022821826478445692,0.5847269516780851,0.00017444141175489454
9.0,0.17472986879177058,0.056209836781851485,0.7690602944263778,288.69081944145404,0.14095960797571735,0.0002273830879706509,0.583044989229538,0.00017384855500132863
9.1,0.17227575367914136,0.05540925804125862,0.7723149882795999,288.65575177466405,0.14052483689292256,0.00022656507690190764,0.5813963131145559,0.00017326773269177407
9.200000000000001,0.1698634433608884,0.054622387938105026,0.7755141687010064,288.62128198044627,0.14009872004269713,0.00022576375774427325,0.5797800418222332,0.00017269861709093775
9.3,0.16749200222738325,0.05384893791064098,0.7786590598619756,288.58739680895985,0.13968102693547077,0.00022497867369876165,0.5781953243478987,0.0001721408921013523
9.4,0.16516052274447815,0.053088626370042774,0.7817508508854789,288.55408339587115,0.13927153509451984,0.00022420938424794312,0.5766413388893321,0.00017159425275433863
9.5,0.1628681243687633,0.05234117854978659,0.7847906970814499,288.52132924831056,0.13887002971221443,0.00022345546444166436,0.5751172916085416,0.000171058404727126
9.600000000000001,0.16061395251401114,0.051606326353996305,0.7877797211319923,288.48912223143407,0.1384763033236009,0.00022271650421956795,0.5736224154553011,0.00017053306388460215
9.700000000000001,0.1583971775659729,0.05088380820540575,0.7907190142286211,288.4574505555594,0.13809015549635503,0.00022199210776829154,0.572155969049015,0.0001700179558442707
9.8,0.15621699394287242,0.05017336889349025,0.7936096371636371,288.4263027638499,0.13771139253613254,0.00022128189291127707,0.570717235615552,0.00016951281556306085
9.9,0.15407261919910822,0.04947475942324677,0.7964526213776447,288.3956677205192,0.13733982720648558,0.00022058549052936306,0.569305521976026,0.00016901738694476823
10.0,0.15196329316982998,0.04878773686503478,0.799248969965135,288.36553459953205,0.13697527846249566,0.00021990254401034655,0.5679201575846029,0.0001685314224669258
