Time (s),N_R,N_P,R Concentration (mol/L),P Concentration (mol/L),k (s^-1)
3.6165414732496086,4200,1800,6.97442710063102e-21,2.9890401859847226e-21,0.101
3.6175808212010687,4199,1801,6.972766522749916e-21,2.990700763865825e-21,0.101
3.6183093824775163,4198,1802,6.971105944868814e-21,2.9923613417469278e-21,0.101
3.6186288778592894,4197,1803,6.969445366987712e-21,2.9940219196280305e-21,0.101
3.6258872421596595,4196,1804,6.967784789106609e-21,2.995682497509133e-21,0.101
3.627842979207923,4195,1805,6.966124211225507e-21,2.9973430753902357e-21,0.101
3.6278431196176695,4194,1806,6.964463633344403e-21,2.9990036532713385e-21,0.101
3.628326111961227,4193,1807,6.962803055463301e-21,3.000664231152441e-21,0.101
3.628769554061952,4192,1808,6.961142477582199e-21,3.0023248090335436e-21,0.101
3.6288747895900957,4191,1809,6.959481899701095e-21,3.003985386914646e-21,0.101
3.632594478391002,4190,1810,6.957821321819993e-21,3.0056459647957488e-21,0.101
3.639659443057892,4189,1811,6.95616074393889e-21,3.0073065426768516e-21,0.101
3.6439637301705092,4188,1812,6.954500166057788e-21,3.008967120557954e-21,0.101
3.6477651183820017,4187,1813,6.952839588176686e-21,3.0106276984390567e-21,0.101
3.6488073961707213,4186,1814,6.951179010295582e-21,3.012288276320159e-21,0.101
3.65105096319807,4185,1815,6.94951843241448e-21,3.013948854201262e-21,0.101
3.6515952917861747,4184,1816,6.947857854533377e-21,3.0156094320823647e-21,0.101
3.6533245100042104,4183,1817,6.946197276652275e-21,3.017270009963467e-21,0.101
3.6572084396397706,4182,1818,6.944536698771173e-21,3.01893058784457e-21,0.101
3.6579492438727566,4181,1819,6.942876120890069e-21,3.0205911657256723e-21,0.101
3.663709609808463,4180,1820,6.941215543008967e-21,3.022251743606775e-21,0.101
3.665279080560019,4179,1821,6.939554965127864e-21,3.0239123214878778e-21,0.101
3.666349757925147,4178,1822,6.937894387246762e-21,3.0255728993689802e-21,0.101
3.6693987543369677,4177,1823,6.93623380936566e-21,3.027233477250083e-21,0.101
3.669518990179737,4176,1824,6.934573231484556e-21,3.0288940551311854e-21,0.101
3.6729679366072614,4175,1825,6.932912653603454e-21,3.030554633012288e-21,0.101
3.6749692206193205,4174,1826,6.93125207572235e-21,3.032215210893391e-21,0.101
3.67586449464733,4173,1827,6.929591497841249e-21,3.0338757887744933e-21,0.101
3.6789839738458414,4172,1828,6.927930919960147e-21,3.035536366655596e-21,0.101
3.682115010109786,4171,1829,6.926270342079043e-21,3.0371969445366985e-21,0.101
3.685015859863047,4170,1830,6.924609764197941e-21,3.0388575224178012e-21,0.101
3.6860837246572413,4169,1831,6.922949186316837e-21,3.040518100298904e-21,0.101
3.686676386017048,4168,1832,6.921288608435735e-21,3.0421786781800064e-21,0.101
3.6885991315442666,4167,1833,6.919628030554633e-21,3.043839256061109e-21,0.101
3.6960231053495973,4166,1834,6.91796745267353e-21,3.0454998339422116e-21,0.101
3.701318592587793,4165,1835,6.916306874792428e-21,3.0471604118233143e-21,0.101
3.702768752665512,4164,1836,6.914646296911324e-21,3.048820989704417e-21,0.101
3.703011580577152,4163,1837,6.912985719030222e-21,3.0504815675855195e-21,0.101
3.7074535267082287,4162,1838,6.91132514114912e-21,3.0521421454666223e-21,0.101
3.7079338358536993,4161,1839,6.909664563268017e-21,3.0538027233477247e-21,0.101
3.7173669002625953,4160,1840,6.908003985386915e-21,3.0554633012288275e-21,0.101
3.7183951819682615,4159,1841,6.906343407505811e-21,3.0571238791099302e-21,0.101
3.7209150767387458,4158,1842,6.904682829624709e-21,3.0587844569910326e-21,0.101
3.72273156747103,4157,1843,6.903022251743607e-21,3.0604450348721354e-21,0.101
3.723064888395838,4156,1844,6.901361673862504e-21,3.062105612753238e-21,0.101
3.7248487340424323,4155,1845,6.899701095981402e-21,3.0637661906343406e-21,0.101
3.7268474707115913,4154,1846,6.898040518100298e-21,3.0654267685154433e-21,0.101
3.728440826919298,4153,1847,6.896379940219196e-21,3.0670873463965457e-21,0.101
3.733830658549574,4152,1848,6.894719362338093e-21,3.0687479242776485e-21,0.101
3.738197158681243,4151,1849,6.89305878445699e-21,3.0704085021587513e-21,0.101
3.740585202278039,4150,1850,6.891398206575889e-21,3.0720690800398537e-21,0.101
3.742751383294871,4149,1851,6.889737628694785e-21,3.0737296579209564e-21,0.101
3.7433906924112605,4148,1852,6.888077050813683e-21,3.075390235802059e-21,0.101
3.7444509644410027,4147,1853,6.88641647293258e-21,3.0770508136831616e-21,0.101
3.7568600584413607,4146,1854,6.884755895051477e-21,3.0787113915642644e-21,0.101
3.7577376740094124,4145,1855,6.883095317170375e-21,3.0803719694453668e-21,0.101
3.7586668657471547,4144,1856,6.881434739289272e-21,3.0820325473264696e-21,0.101
3.761308638641043,4143,1857,6.87977416140817e-21,3.083693125207572e-21,0.101
3.7623372172898133,4142,1858,6.878113583527066e-21,3.0853537030886747e-21,0.101
3.772058942238174,4141,1859,6.876453005645964e-21,3.0870142809697775e-21,0.101
3.7748637371239813,4140,1860,6.874792427764862e-21,3.08867485885088e-21,0.101
3.776575584491559,4139,1861,6.873131849883759e-21,3.0903354367319827e-21,0.101
3.7769782466334894,4138,1862,6.871471272002657e-21,3.091996014613085e-21,0.101
3.779132658908832,4137,1863,6.869810694121553e-21,3.093656592494188e-21,0.101
3.7872274138221673,4136,1864,6.868150116240451e-21,3.0953171703752906e-21,0.101
3.7884143395819168,4135,1865,6.866489538359349e-21,3.096977748256393e-21,0.101
3.789708591527092,4134,1866,6.864828960478246e-21,3.0986383261374958e-21,0.101
3.7908179484750466,4133,1867,6.863168382597144e-21,3.100298904018598e-21,0.101
3.8011638319885432,4132,1868,6.86150780471604e-21,3.101959481899701e-21,0.101
3.802544306520692,4131,1869,6.859847226834938e-21,3.1036200597808037e-21,0.101
3.8033675181698383,4130,1870,6.858186648953836e-21,3.105280637661906e-21,0.101
3.804177982720627,4129,1871,6.856526071072733e-21,3.106941215543009e-21,0.101
3.8054585038755167,4128,1872,6.85486549319163e-21,3.1086017934241113e-21,0.101
3.8056091142480337,4127,1873,6.853204915310527e-21,3.110262371305214e-21,0.101
3.807213450397257,4126,1874,6.851544337429425e-21,3.111922949186317e-21,0.101
3.8117991308909542,4125,1875,6.849883759548323e-21,3.1135835270674192e-21,0.101
3.812175611420885,4124,1876,6.84822318166722e-21,3.115244104948522e-21,0.101
3.814090338927357,4123,1877,6.846562603786117e-21,3.1169046828296248e-21,0.101
3.8176853643640514,4122,1878,6.844902025905014e-21,3.118565260710727e-21,0.101
3.819430394736337,4121,1879,6.843241448023912e-21,3.12022583859183e-21,0.101
3.8203885900674877,4120,1880,6.84158087014281e-21,3.1218864164729323e-21,0.101
3.8210127280229687,4119,1881,6.839920292261706e-21,3.123546994354035e-21,0.101
3.82174721228179,4118,1882,6.838259714380604e-21,3.125207572235138e-21,0.101
3.824482888568107,4117,1883,6.836599136499501e-21,3.1268681501162403e-21,0.101
3.8293426821489693,4116,1884,6.834938558618399e-21,3.128528727997343e-21,0.101
3.8315187172536405,4115,1885,6.833277980737297e-21,3.1301893058784454e-21,0.101
3.831686013380709,4114,1886,6.831617402856193e-21,3.1318498837595482e-21,0.101
3.8416362309812655,4113,1887,6.829956824975091e-21,3.133510461640651e-21,0.101
3.8418285695641456,4112,1888,6.828296247093988e-21,3.1351710395217534e-21,0.101
3.8431610442716004,4111,1889,6.826635669212886e-21,3.136831617402856e-21,0.101
3.8446229941598054,4110,1890,6.824975091331784e-21,3.1384921952839585e-21,0.101
3.8483873931141144,4109,1891,6.82331451345068e-21,3.1401527731650613e-21,0.101
3.848728837265908,4108,1892,6.821653935569578e-21,3.141813351046164e-21,0.101
3.849473222717853,4107,1893,6.819993357688475e-21,3.1434739289272665e-21,0.101
3.8513708684200543,4106,1894,6.818332779807373e-21,3.1451345068083692e-21,0.101
3.862157536540134,4105,1895,6.81667220192627e-21,3.1467950846894716e-21,0.101
3.864056202604286,4104,1896,6.815011624045167e-21,3.1484556625705744e-21,0.101
3.865170783989555,4103,1897,6.813351046164065e-21,3.150116240451677e-21,0.101
3.8662492630222953,4102,1898,6.811690468282962e-21,3.1517768183327796e-21,0.101
3.8719159278614974,4101,1899,6.81002989040186e-21,3.1534373962138824e-21,0.101
3.87449599807308,4100,1900,6.808369312520757e-21,3.1550979740949848e-21,0.101
3.8769607391771994,4099,1901,6.806708734639654e-21,3.1567585519760875e-21,0.101
3.8769968529206507,4098,1902,6.805048156758552e-21,3.1584191298571903e-21,0.101
3.8779006939483667,4097,1903,6.803387578877448e-21,3.1600797077382927e-21,0.101
3.8825290445400866,4096,1904,6.801727000996346e-21,3.1617402856193955e-21,0.101
3.884143943143671,4095,1905,6.800066423115244e-21,3.163400863500498e-21,0.101
3.8867715609829707,4094,1906,6.798405845234141e-21,3.1650614413816006e-21,0.101
3.8915340156747233,4093,1907,6.796745267353039e-21,3.1667220192627034e-21,0.101
3.8920827877939876,4092,1908,6.795084689471935e-21,3.1683825971438058e-21,0.101
3.893348339704075,4091,1909,6.793424111590833e-21,3.1700431750249086e-21,0.101
3.896703158377502,4090,1910,6.791763533709731e-21,3.171703752906011e-21,0.101
3.896959798415879,4089,1911,6.790102955828628e-21,3.1733643307871137e-21,0.101
3.898491232250685,4088,1912,6.788442377947526e-21,3.1750249086682165e-21,0.101
3.8994767565170396,4087,1913,6.786781800066422e-21,3.176685486549319e-21,0.101
3.9071674380119275,4086,1914,6.78512122218532e-21,3.1783460644304217e-21,0.101
3.9102252181880695,4085,1915,6.783460644304218e-21,3.1800066423115245e-21,0.101
3.9131682208933802,4084,1916,6.781800066423115e-21,3.181667220192627e-21,0.101
3.916229200211606,4083,1917,6.780139488542013e-21,3.1833277980737296e-21,0.101
3.9212451046377184,4082,1918,6.778478910660909e-21,3.184988375954832e-21,0.101
3.9246384036552264,4081,1919,6.776818332779807e-21,3.1866489538359348e-21,0.101
3.9263546817515187,4080,1920,6.775157754898704e-21,3.1883095317170376e-21,0.101
3.928119245913507,4079,1921,6.7734971770176015e-21,3.18997010959814e-21,0.101
3.930231929118714,4078,1922,6.7718365991364995e-21,3.1916306874792427e-21,0.101
3.9311204297558597,4077,1923,6.770176021255397e-21,3.193291265360345e-21,0.101
3.9333056546821177,4076,1924,6.768515443374294e-21,3.194951843241448e-21,0.101
3.934855341363802,4075,1925,6.766854865493191e-21,3.1966124211225507e-21,0.101
3.936948363601962,4074,1926,6.7651942876120884e-21,3.198272999003653e-21,0.101
3.953236653365972,4073,1927,6.7635337097309864e-21,3.199933576884756e-21,0.101
3.954723887138661,4072,1928,6.7618731318498836e-21,3.2015941547658582e-21,0.101
3.955317946091787,4071,1929,6.760212553968781e-21,3.203254732646961e-21,0.101
