Time (s),N_R,N_P,R Concentration (mol/L),P Concentration (mol/L),k (s^-1)
1.459045114489856,5215,785,8.659913649950182e-21,1.3035536366655596e-21,0.101
1.4598477100373408,5214,786,8.65825307206908e-21,1.3052142145466622e-21,0.101
1.4644393706898773,5213,787,8.656592494187976e-21,1.3068747924277648e-21,0.101
1.464526785235186,5212,788,8.654931916306874e-21,1.3085353703088674e-21,0.101
1.4646035344666837,5211,789,8.653271338425772e-21,1.31019594818997e-21,0.101
1.471729489617619,5210,790,8.651610760544669e-21,1.3118565260710727e-21,0.101
1.475878645812898,5209,791,8.649950182663567e-21,1.3135171039521753e-21,0.101
1.4771039238791523,5208,792,8.648289604782463e-21,1.3151776818332779e-21,0.101
1.4774083783441143,5207,793,8.646629026901361e-21,1.3168382597143805e-21,0.101
1.4774992308266257,5206,794,8.64496844902026e-21,1.3184988375954833e-21,0.101
1.4788100667502024,5205,795,8.643307871139156e-21,1.3201594154765858e-21,0.101
1.4788900384287746,5204,796,8.641647293258054e-21,1.3218199933576884e-21,0.101
1.480916861514633,5203,797,8.63998671537695e-21,1.323480571238791e-21,0.101
1.4817050224854844,5202,798,8.638326137495848e-21,1.3251411491198936e-21,0.101
1.4833796079064128,5201,799,8.636665559614746e-21,1.3268017270009964e-21,0.101
1.4843965511226649,5200,800,8.635004981733643e-21,1.328462304882099e-21,0.101
1.4845877917359598,5199,801,8.63334440385254e-21,1.3301228827632015e-21,0.101
1.4852967443611242,5198,802,8.631683825971437e-21,1.3317834606443041e-21,0.101
1.4909592264639113,5197,803,8.630023248090335e-21,1.3334440385254067e-21,0.101
1.491068166010931,5196,804,8.628362670209233e-21,1.3351046164065095e-21,0.101
1.492850804944226,5195,805,8.62670209232813e-21,1.336765194287612e-21,0.101
1.4954133649941874,5194,806,8.625041514447028e-21,1.3384257721687146e-21,0.101
1.4964889885006856,5193,807,8.623380936565924e-21,1.3400863500498172e-21,0.101
1.4979737722019937,5192,808,8.621720358684822e-21,1.3417469279309198e-21,0.101
1.5000664939174262,5191,809,8.62005978080372e-21,1.3434075058120226e-21,0.101
1.501285672596077,5190,810,8.618399202922616e-21,1.3450680836931252e-21,0.101
1.5090807440120868,5189,811,8.616738625041514e-21,1.3467286615742278e-21,0.101
1.512193719949285,5188,812,8.615078047160411e-21,1.3483892394553303e-21,0.101
1.5149485993332148,5187,813,8.613417469279309e-21,1.3500498173364331e-21,0.101
1.5151039785481752,5186,814,8.611756891398207e-21,1.3517103952175357e-21,0.101
1.5174156543319945,5185,815,8.610096313517103e-21,1.3533709730986383e-21,0.101
1.5186726040589746,5184,816,8.608435735636001e-21,1.3550315509797409e-21,0.101
1.5202604351584206,5183,817,8.606775157754898e-21,1.3566921288608434e-21,0.101
1.5221944104223986,5182,818,8.605114579873796e-21,1.3583527067419462e-21,0.101
1.522215900177691,5181,819,8.603454001992694e-21,1.3600132846230488e-21,0.101
1.5238605228270452,5180,820,8.60179342411159e-21,1.3616738625041514e-21,0.101
1.529476263411349,5179,821,8.600132846230488e-21,1.363334440385254e-21,0.101
1.5320685716123177,5178,822,8.598472268349385e-21,1.3649950182663566e-21,0.101
1.5373274243703539,5177,823,8.596811690468283e-21,1.3666555961474593e-21,0.101
1.5411406047765632,5176,824,8.59515111258718e-21,1.368316174028562e-21,0.101
1.5428366808953355,5175,825,8.593490534706077e-21,1.3699767519096645e-21,0.101
1.545591545894754,5174,826,8.591829956824975e-21,1.371637329790767e-21,0.101
1.5466828529857883,5173,827,8.590169378943872e-21,1.3732979076718697e-21,0.101
1.5489533388616064,5172,828,8.58850880106277e-21,1.3749584855529724e-21,0.101
1.555123087333395,5171,829,8.586848223181666e-21,1.376619063434075e-21,0.101
1.5553656507602147,5170,830,8.585187645300564e-21,1.3782796413151776e-21,0.101
1.5579629947552518,5169,831,8.583527067419462e-21,1.3799402191962802e-21,0.101
1.5580647361156126,5168,832,8.581866489538359e-21,1.381600797077383e-21,0.101
1.5585918364295996,5167,833,8.580205911657257e-21,1.3832613749584855e-21,0.101
1.5613602427127924,5166,834,8.578545333776153e-21,1.3849219528395881e-21,0.101
1.5619967884277328,5165,835,8.576884755895051e-21,1.3865825307206907e-21,0.101
1.5619991770893342,5164,836,8.575224178013949e-21,1.3882431086017933e-21,0.101
1.5658951380139483,5163,837,8.573563600132845e-21,1.389903686482896e-21,0.101
1.566105904615385,5162,838,8.571903022251743e-21,1.3915642643639986e-21,0.101
1.5673211372474436,5161,839,8.57024244437064e-21,1.3932248422451012e-21,0.101
1.567987370164796,5160,840,8.568581866489538e-21,1.3948854201262038e-21,0.101
1.5688771051052832,5159,841,8.566921288608436e-21,1.3965459980073064e-21,0.101
1.569070365703988,5158,842,8.565260710727332e-21,1.3982065758884092e-21,0.101
1.5716421741676834,5157,843,8.56360013284623e-21,1.3998671537695118e-21,0.101
1.5740387818710697,5156,844,8.561939554965127e-21,1.4015277316506143e-21,0.101
1.576198718868586,5155,845,8.560278977084025e-21,1.403188309531717e-21,0.101
1.5774104257121462,5154,846,8.558618399202923e-21,1.4048488874128195e-21,0.101
1.5791500426713645,5153,847,8.556957821321819e-21,1.4065094652939223e-21,0.101
1.5819590376562482,5152,848,8.555297243440717e-21,1.4081700431750249e-21,0.101
1.5830040925957805,5151,849,8.553636665559614e-21,1.4098306210561274e-21,0.101
1.583136473138516,5150,850,8.551976087678512e-21,1.41149119893723e-21,0.101
1.5851837467375414,5149,851,8.55031550979741e-21,1.4131517768183328e-21,0.101
1.5857850786123349,5148,852,8.548654931916306e-21,1.4148123546994354e-21,0.101
1.5930293501118649,5147,853,8.546994354035204e-21,1.416472932580538e-21,0.101
1.5968771143493312,5146,854,8.5453337761541e-21,1.4181335104616406e-21,0.101
1.5997264529140647,5145,855,8.543673198272999e-21,1.4197940883427431e-21,0.101
1.6004292338279158,5144,856,8.542012620391897e-21,1.421454666223846e-21,0.101
1.6023674821499587,5143,857,8.540352042510793e-21,1.4231152441049485e-21,0.101
1.604032024046698,5142,858,8.538691464629691e-21,1.424775821986051e-21,0.101
1.60809880381592,5141,859,8.537030886748587e-21,1.4264363998671537e-21,0.101
1.6096760142035302,5140,860,8.535370308867485e-21,1.4280969777482562e-21,0.101
1.6133943223480358,5139,861,8.533709730986383e-21,1.429757555629359e-21,0.101
1.6147459174884424,5138,862,8.53204915310528e-21,1.4314181335104616e-21,0.101
1.6154917062407737,5137,863,8.530388575224178e-21,1.4330787113915642e-21,0.101
1.615670190653283,5136,864,8.528727997343074e-21,1.4347392892726668e-21,0.101
1.616066770122234,5135,865,8.527067419461972e-21,1.4363998671537694e-21,0.101
1.6167403881845834,5134,866,8.52540684158087e-21,1.4380604450348721e-21,0.101
1.6198572750180524,5133,867,8.523746263699767e-21,1.4397210229159747e-21,0.101
1.6200199789930463,5132,868,8.522085685818665e-21,1.4413816007970773e-21,0.101
1.6228754928715325,5131,869,8.520425107937561e-21,1.4430421786781799e-21,0.101
1.6237269416794837,5130,870,8.518764530056459e-21,1.4447027565592826e-21,0.101
1.6239456851317344,5129,871,8.517103952175357e-21,1.4463633344403852e-21,0.101
1.6259121920891912,5128,872,8.515443374294254e-21,1.4480239123214878e-21,0.101
1.6268618426792465,5127,873,8.513782796413152e-21,1.4496844902025904e-21,0.101
1.628271056691965,5126,874,8.512122218532048e-21,1.451345068083693e-21,0.101
1.630635819896061,5125,875,8.510461640650946e-21,1.4530056459647958e-21,0.101
1.6309959336352708,5124,876,8.508801062769844e-21,1.4546662238458983e-21,0.101
1.633093561918341,5123,877,8.50714048488874e-21,1.456326801727001e-21,0.101
1.6335508861471695,5122,878,8.505479907007639e-21,1.4579873796081035e-21,0.101
1.6357379758872694,5121,879,8.503819329126535e-21,1.459647957489206e-21,0.101
1.6360252212925923,5120,880,8.502158751245433e-21,1.4613085353703089e-21,0.101
1.636962068486593,5119,881,8.500498173364331e-21,1.4629691132514114e-21,0.101
1.638538254095588,5118,882,8.498837595483227e-21,1.464629691132514e-21,0.101
1.6459669554745848,5117,883,8.497177017602125e-21,1.4662902690136166e-21,0.101
1.6463185301338275,5116,884,8.495516439721022e-21,1.4679508468947194e-21,0.101
1.6472823624156698,5115,885,8.49385586183992e-21,1.469611424775822e-21,0.101
1.6477394994673458,5114,886,8.492195283958818e-21,1.4712720026569246e-21,0.101
1.6508848249372914,5113,887,8.490534706077714e-21,1.4729325805380271e-21,0.101
1.6584316867887514,5112,888,8.488874128196612e-21,1.4745931584191297e-21,0.101
1.658579569406815,5111,889,8.487213550315509e-21,1.4762537363002325e-21,0.101
1.659575261442124,5110,890,8.485552972434407e-21,1.477914314181335e-21,0.101
1.659627588651737,5109,891,8.483892394553305e-21,1.4795748920624377e-21,0.101
1.6612460969698222,5108,892,8.482231816672201e-21,1.4812354699435402e-21,0.101
1.6641130268308093,5107,893,8.480571238791099e-21,1.4828960478246428e-21,0.101
1.6654969959877433,5106,894,8.478910660909996e-21,1.4845566257057456e-21,0.101
1.6700679244605352,5105,895,8.477250083028894e-21,1.4862172035868482e-21,0.101
1.6713965791512428,5104,896,8.475589505147792e-21,1.4878777814679508e-21,0.101
1.6763862629269166,5103,897,8.473928927266688e-21,1.4895383593490534e-21,0.101
1.676404332504633,5102,898,8.472268349385586e-21,1.491198937230156e-21,0.101
1.6772164285504967,5101,899,8.470607771504483e-21,1.4928595151112587e-21,0.101
1.6772335660584614,5100,900,8.46894719362338e-21,1.4945200929923613e-21,0.101
1.677360973625812,5099,901,8.467286615742279e-21,1.4961806708734639e-21,0.101
1.6805371570565626,5098,902,8.465626037861175e-21,1.4978412487545665e-21,0.101
1.6828900052931106,5097,903,8.463965459980073e-21,1.4995018266356692e-21,0.101
1.6852530384507742,5096,904,8.46230488209897e-21,1.5011624045167718e-21,0.101
1.6857258139681748,5095,905,8.460644304217867e-21,1.5028229823978744e-21,0.101
1.686249719858427,5094,906,8.458983726336765e-21,1.504483560278977e-21,0.101
1.692081269114137,5093,907,8.457323148455662e-21,1.5061441381600796e-21,0.101
1.6984285622373212,5092,908,8.45566257057456e-21,1.5078047160411823e-21,0.101
1.7002156753253963,5091,909,8.454001992693456e-21,1.509465293922285e-21,0.101
1.7028354571018267,5090,910,8.452341414812354e-21,1.5111258718033875e-21,0.101
1.704409603936377,5089,911,8.450680836931252e-21,1.5127864496844901e-21,0.101
1.7068684842276614,5088,912,8.449020259050149e-21,1.5144470275655927e-21,0.101
1.7076490735128127,5087,913,8.447359681169047e-21,1.5161076054466955e-21,0.101
1.7093241725867752,5086,914,8.445699103287943e-21,1.517768183327798e-21,0.101
1.7103172674394653,5085,915,8.444038525406841e-21,1.5194287612089006e-21,0.101
1.7103598124816126,5084,916,8.442377947525739e-21,1.5210893390900032e-21,0.101
1.7108242939152885,5083,917,8.440717369644636e-21,1.5227499169711058e-21,0.101
1.711324457465974,5082,918,8.439056791763534e-21,1.5244104948522086e-21,0.101
1.7123812649669763,5081,919,8.43739621388243e-21,1.5260710727333111e-21,0.101
1.7143836606263463,5080,920,8.435735636001328e-21,1.5277316506144137e-21,0.101
1.7145762765279564,5079,921,8.434075058120226e-21,1.5293922284955163e-21,0.101
1.71520652744803,5078,922,8.432414480239123e-21,1.531052806376619e-21,0.101
1.7156017233697585,5077,923,8.43075390235802e-21,1.5327133842577217e-21,0.101
1.7219258693747517,5076,924,8.429093324476917e-21,1.5343739621388243e-21,0.101
1.7249085613841402,5075,925,8.427432746595815e-21,1.5360345400199268e-21,0.101
1.725334630225396,5074,926,8.425772168714713e-21,1.5376951179010294e-21,0.101
1.7272694316727886,5073,927,8.42411159083361e-21,1.5393556957821322e-21,0.101
1.7323326511706914,5072,928,8.422451012952507e-21,1.5410162736632348e-21,0.101
1.7345801956557767,5071,929,8.420790435071404e-21,1.5426768515443374e-21,0.101
1.7367856940563586,5070,930,8.419129857190302e-21,1.54433742942544e-21,0.101
1.7376262559330757,5069,931,8.4174692793092e-21,1.5459980073065425e-21,0.101
1.7380091818508288,5068,932,8.415808701428096e-21,1.5476585851876453e-21,0.101
1.7385218539633158,5067,933,8.414148123546994e-21,1.5493191630687479e-21,0.101
1.7392321489741875,5066,934,8.412487545665891e-21,1.5509797409498505e-21,0.101
1.7402752041507186,5065,935,8.410826967784789e-21,1.552640318830953e-21,0.101
1.742427836198695,5064,936,8.409166389903687e-21,1.5543008967120556e-21,0.101
1.7425549954928576,5063,937,8.407505812022583e-21,1.5559614745931584e-21,0.101
1.7432375990865805,5062,938,8.405845234141481e-21,1.557622052474261e-21,0.101
1.744669700797992,5061,939,8.404184656260378e-21,1.5592826303553636e-21,0.101
1.7450918879468356,5060,940,8.402524078379276e-21,1.5609432082364662e-21,0.101
1.7454683371000157,5059,941,8.400863500498174e-21,1.562603786117569e-21,0.101
1.746373246532475,5058,942,8.39920292261707e-21,1.5642643639986715e-21,0.101
1.7478073933937412,5057,943,8.397542344735968e-21,1.5659249418797741e-21,0.101
1.748467710171154,5056,944,8.395881766854865e-21,1.5675855197608767e-21,0.101
1.750317272854454,5055,945,8.394221188973763e-21,1.5692460976419793e-21,0.101
1.750828951748537,5054,946,8.39256061109266e-21,1.570906675523082e-21,0.101
1.7514918036434601,5053,947,8.390900033211557e-21,1.5725672534041846e-21,0.101
1.7523267330834726,5052,948,8.389239455330455e-21,1.5742278312852872e-21,0.101
1.7598835052212276,5051,949,8.387578877449351e-21,1.5758884091663898e-21,0.101
1.7611455689992763,5050,950,8.38591829956825e-21,1.5775489870474924e-21,0.101
1.7643386222247333,5049,951,8.384257721687147e-21,1.5792095649285951e-21,0.101
1.764453497648671,5048,952,8.382597143806044e-21,1.5808701428096977e-21,0.101
1.7664721072986118,5047,953,8.380936565924942e-21,1.5825307206908003e-21,0.101
1.7672573160697835,5046,954,8.379275988043838e-21,1.5841912985719029e-21,0.101
1.7709126826371193,5045,955,8.377615410162736e-21,1.5858518764530055e-21,0.101
1.7744900835021906,5044,956,8.375954832281634e-21,1.5875124543341083e-21,0.101
1.7759033630807142,5043,957,8.374294254400531e-21,1.5891730322152108e-21,0.101
1.7772975712289998,5042,958,8.372633676519429e-21,1.5908336100963134e-21,0.101
1.7786258080733146,5041,959,8.370973098638325e-21,1.592494187977416e-21,0.101
1.7788095062312923,5040,960,8.369312520757223e-21,1.5941547658585188e-21,0.101
1.7791311621774124,5039,961,8.367651942876121e-21,1.5958153437396214e-21,0.101
1.786342090321924,5038,962,8.365991364995018e-21,1.597475921620724e-21,0.101
1.7872080216859398,5037,963,8.364330787113916e-21,1.5991364995018265e-21,0.101
1.7873639430263948,5036,964,8.362670209232812e-21,1.6007970773829291e-21,0.101
1.7883628739192294,5035,965,8.36100963135171e-21,1.6024576552640319e-21,0.101
1.7892533663297052,5034,966,8.359349053470608e-21,1.6041182331451345e-21,0.101
1.790234008831751,5033,967,8.357688475589505e-21,1.605778811026237e-21,0.101
1.7911793652614716,5032,968,8.356027897708403e-21,1.6074393889073396e-21,0.101
1.7927204460740562,5031,969,8.354367319827299e-21,1.6090999667884422e-21,0.101
1.7932102678202888,5030,970,8.352706741946197e-21,1.610760544669545e-21,0.101
1.7969869746999882,5029,971,8.351046164065095e-21,1.6124211225506476e-21,0.101
1.7973661301057993,5028,972,8.349385586183992e-21,1.6140817004317502e-21,0.101
1.7987278674012175,5027,973,8.34772500830289e-21,1.6157422783128527e-21,0.101
1.799781947780034,5026,974,8.346064430421786e-21,1.6174028561939553e-21,0.101
1.8003263239700544,5025,975,8.344403852540684e-21,1.6190634340750581e-21,0.101
1.8025207379109454,5024,976,8.34274327465958e-21,1.6207240119561607e-21,0.101
1.8031582674304834,5023,977,8.341082696778478e-21,1.6223845898372633e-21,0.101
1.8036326541408068,5022,978,8.339422118897376e-21,1.6240451677183659e-21,0.101
1.80514227654639,5021,979,8.337761541016273e-21,1.6257057455994686e-21,0.101
1.8072430219076931,5020,980,8.336100963135171e-21,1.6273663234805712e-21,0.101
1.8072794130224734,5019,981,8.334440385254067e-21,1.6290269013616738e-21,0.101
1.81155356611154,5018,982,8.332779807372965e-21,1.6306874792427764e-21,0.101
1.8130273772147005,5017,983,8.331119229491863e-21,1.632348057123879e-21,0.101
1.8134918259657742,5016,984,8.32945865161076e-21,1.6340086350049817e-21,0.101
1.8143241257158473,5015,985,8.327798073729658e-21,1.6356692128860843e-21,0.101
1.8169798265924515,5014,986,8.326137495848554e-21,1.6373297907671869e-21,0.101
1.8192740285715705,5013,987,8.324476917967452e-21,1.6389903686482895e-21,0.101
1.8215574532318624,5012,988,8.32281634008635e-21,1.640650946529392e-21,0.101
1.8232870531724423,5011,989,8.321155762205247e-21,1.6423115244104948e-21,0.101
1.8233302304327508,5010,990,8.319495184324145e-21,1.6439721022915974e-21,0.101
1.8259745880909937,5009,991,8.317834606443041e-21,1.6456326801727e-21,0.101
1.8260611953177577,5008,992,8.316174028561939e-21,1.6472932580538026e-21,0.101
1.8273457559382311,5007,993,8.314513450680837e-21,1.6489538359349054e-21,0.101
1.828210860077897,5006,994,8.312852872799734e-21,1.650614413816008e-21,0.101
1.8289283384079962,5005,995,8.311192294918632e-21,1.6522749916971105e-21,0.101
1.8304898111267724,5004,996,8.309531717037528e-21,1.6539355695782131e-21,0.101
1.8306367691902026,5003,997,8.307871139156426e-21,1.6555961474593157e-21,0.101
1.830768424318871,5002,998,8.306210561275324e-21,1.6572567253404185e-21,0.101
1.831268661140378,5001,999,8.30454998339422e-21,1.658917303221521e-21,0.101
1.8327084846968906,5000,1000,8.302889405513118e-21,1.6605778811026236e-21,0.101
1.8405160143686101,4999,1001,8.301228827632015e-21,1.6622384589837262e-21,0.101
1.8448237904150686,4998,1002,8.299568249750913e-21,1.6638990368648288e-21,0.101
1.8456764731327446,4997,1003,8.297907671869811e-21,1.6655596147459316e-21,0.101
1.8459861573653198,4996,1004,8.296247093988707e-21,1.6672201926270342e-21,0.101
1.8491826089745755,4995,1005,8.294586516107605e-21,1.6688807705081367e-21,0.101
1.8500014922729202,4994,1006,8.292925938226502e-21,1.6705413483892393e-21,0.101
1.8506987725001496,4993,1007,8.2912653603454e-21,1.672201926270342e-21,0.101
1.8519861240537239,4992,1008,8.289604782464298e-21,1.6738625041514447e-21,0.101
1.854573021767276,4991,1009,8.287944204583194e-21,1.6755230820325473e-21,0.101
1.8591193386675828,4990,1010,8.286283626702092e-21,1.6771836599136499e-21,0.101
1.8596872369796904,4989,1011,8.284623048820989e-21,1.6788442377947524e-21,0.101
1.8612881225907538,4988,1012,8.282962470939887e-21,1.6805048156758552e-21,0.101
1.8615954430755732,4987,1013,8.281301893058785e-21,1.6821653935569578e-21,0.101
1.862558254525655,4986,1014,8.279641315177681e-21,1.6838259714380604e-21,0.101
1.8641353039221398,4985,1015,8.277980737296579e-21,1.685486549319163e-21,0.101
1.8652090464455229,4984,1016,8.276320159415476e-21,1.6871471272002655e-21,0.101
1.8676545332057901,4983,1017,8.274659581534374e-21,1.6888077050813683e-21,0.101
1.8679762529999222,4982,1018,8.272999003653272e-21,1.6904682829624709e-21,0.101
1.872758961268314,4981,1019,8.271338425772168e-21,1.6921288608435735e-21,0.101
1.877694540504901,4980,1020,8.269677847891066e-21,1.693789438724676e-21,0.101
1.8782108699763915,4979,1021,8.268017270009962e-21,1.6954500166057787e-21,0.101
1.8804296528532332,4978,1022,8.26635669212886e-21,1.6971105944868814e-21,0.101
1.8843147170376107,4977,1023,8.264696114247758e-21,1.698771172367984e-21,0.101
1.8844692810532329,4976,1024,8.263035536366655e-21,1.7004317502490866e-21,0.101
1.8849614730774629,4975,1025,8.261374958485553e-21,1.7020923281301894e-21,0.101
1.8859932671803445,4974,1026,8.25971438060445e-21,1.7037529060112918e-21,0.101
1.8878092743887736,4973,1027,8.258053802723347e-21,1.7054134838923945e-21,0.101
1.8886364744611572,4972,1028,8.256393224842245e-21,1.707074061773497e-21,0.101
1.8886821414438635,4971,1029,8.254732646961142e-21,1.7087346396545997e-21,0.101
1.8923244587371746,4970,1030,8.25307206908004e-21,1.7103952175357025e-21,0.101
1.8950210361009028,4969,1031,8.251411491198936e-21,1.712055795416805e-21,0.101
1.8979470218365304,4968,1032,8.249750913317834e-21,1.7137163732979076e-21,0.101
1.898922839908115,4967,1033,8.248090335436732e-21,1.71537695117901e-21,0.101
1.8993215755242652,4966,1034,8.246429757555629e-21,1.717037529060113e-21,0.101
1.8997589933983878,4965,1035,8.244769179674527e-21,1.7186981069412156e-21,0.101
1.90224507582081,4964,1036,8.243108601793423e-21,1.720358684822318e-21,0.101
1.9047237550717055,4963,1037,8.241448023912321e-21,1.7220192627034208e-21,0.101
1.9053703921727592,4962,1038,8.239787446031219e-21,1.723679840584523e-21,0.101
1.905691080710216,4961,1039,8.238126868150116e-21,1.725340418465626e-21,0.101
1.9069399320849396,4960,1040,8.236466290269014e-21,1.7270009963467287e-21,0.101
1.9109461221953672,4959,1041,8.23480571238791e-21,1.728661574227831e-21,0.101
1.9114482178177612,4958,1042,8.233145134506808e-21,1.730322152108934e-21,0.101
1.9125749982355305,4957,1043,8.231484556625706e-21,1.7319827299900366e-21,0.101
1.9196705041265523,4956,1044,8.229823978744602e-21,1.733643307871139e-21,0.101
1.9217956378154577,4955,1045,8.2281634008635e-21,1.7353038857522418e-21,0.101
1.9234757986904978,4954,1046,8.226502822982397e-21,1.7369644636333442e-21,0.101
1.9255945493961364,4953,1047,8.224842245101295e-21,1.738625041514447e-21,0.101
1.9297856227820809,4952,1048,8.223181667220193e-21,1.7402856193955497e-21,0.101
1.9303408752304523,4951,1049,8.22152108933909e-21,1.741946197276652e-21,0.101
1.9310840940235705,4950,1050,8.219860511457987e-21,1.743606775157755e-21,0.101
1.9313755843826195,4949,1051,8.218199933576884e-21,1.7452673530388573e-21,0.101
1.9352457822827993,4948,1052,8.216539355695782e-21,1.74692793091996e-21,0.101
1.9379047066644737,4947,1053,8.21487877781468e-21,1.748588508801063e-21,0.101
1.9397277226863536,4946,1054,8.213218199933576e-21,1.7502490866821652e-21,0.101
1.9415613593274752,4945,1055,8.211557622052474e-21,1.751909664563268e-21,0.101
1.9418004842529355,4944,1056,8.20989704417137e-21,1.7535702424443704e-21,0.101
1.9488838109387745,4943,1057,8.208236466290269e-21,1.755230820325473e-21,0.101
1.9501383569479642,4942,1058,8.206575888409167e-21,1.756891398206576e-21,0.101
1.9523249498079442,4941,1059,8.204915310528063e-21,1.7585519760876784e-21,0.101
1.9572940422992153,4940,1060,8.203254732646961e-21,1.760212553968781e-21,0.101
1.9610851163833771,4939,1061,8.201594154765858e-21,1.7618731318498835e-21,0.101
1.9646193556136242,4938,1062,8.199933576884756e-21,1.7635337097309863e-21,0.101
1.9681520241653443,4937,1063,8.198272999003654e-21,1.765194287612089e-21,0.101
1.9682467977495286,4936,1064,8.19661242112255e-21,1.7668548654931915e-21,0.101
1.9748200633353334,4935,1065,8.194951843241448e-21,1.7685154433742942e-21,0.101
1.977089797032514,4934,1066,8.193291265360344e-21,1.7701760212553966e-21,0.101
1.9775424015645664,4933,1067,8.191630687479242e-21,1.7718365991364994e-21,0.101
1.9787680254441635,4932,1068,8.18997010959814e-21,1.773497177017602e-21,0.101
1.9796532095627242,4931,1069,8.188309531717037e-21,1.7751577548987046e-21,0.101
1.9833313647487127,4930,1070,8.186648953835935e-21,1.7768183327798073e-21,0.101
1.984349715789857,4929,1071,8.184988375954831e-21,1.7784789106609097e-21,0.101
1.9846537615456126,4928,1072,8.18332779807373e-21,1.7801394885420125e-21,0.101
1.9848059691484115,4927,1073,8.181667220192627e-21,1.7818000664231153e-21,0.101
1.9851438717248944,4926,1074,8.180006642311524e-21,1.7834606443042177e-21,0.101
1.9857369454349418,4925,1075,8.178346064430422e-21,1.7851212221853204e-21,0.101
1.987745299016573,4924,1076,8.176685486549318e-21,1.7867818000664232e-21,0.101
1.988951141760523,4923,1077,8.175024908668216e-21,1.7884423779475256e-21,0.101
1.9895023053074532,4922,1078,8.173364330787114e-21,1.7901029558286284e-21,0.101
1.9909451550375181,4921,1079,8.17170375290601e-21,1.7917635337097308e-21,0.101
1.99402040141709,4920,1080,8.170043175024909e-21,1.7934241115908336e-21,0.101
1.9959531701054603,4919,1081,8.168382597143805e-21,1.7950846894719363e-21,0.101
1.9965451992777605,4918,1082,8.166722019262703e-21,1.7967452673530387e-21,0.101
1.9983773599814214,4917,1083,8.165061441381601e-21,1.7984058452341415e-21,0.101
2.000840319177965,4916,1084,8.163400863500498e-21,1.800066423115244e-21,0.101
2.004125975015336,4915,1085,8.161740285619396e-21,1.8017270009963467e-21,0.101
2.0051840366274205,4914,1086,8.160079707738292e-21,1.8033875788774494e-21,0.101
2.0057272952899754,4913,1087,8.15841912985719e-21,1.805048156758552e-21,0.101
2.007353787477203,4912,1088,8.156758551976088e-21,1.8067087346396546e-21,0.101
2.0088025789592927,4911,1089,8.155097974094984e-21,1.808369312520757e-21,0.101
2.008996205643791,4910,1090,8.153437396213882e-21,1.8100298904018598e-21,0.101
2.013355159518734,4909,1091,8.151776818332779e-21,1.8116904682829625e-21,0.101
2.01340553917345,4908,1092,8.150116240451677e-21,1.813351046164065e-21,0.101
2.0158428491481923,4907,1093,8.148455662570575e-21,1.8150116240451677e-21,0.101
2.0173857748010393,4906,1094,8.146795084689471e-21,1.81667220192627e-21,0.101
2.021690682384547,4905,1095,8.14513450680837e-21,1.818332779807373e-21,0.101
2.0239331623842247,4904,1096,8.143473928927266e-21,1.8199933576884757e-21,0.101
2.0257905481496783,4903,1097,8.141813351046164e-21,1.821653935569578e-21,0.101
2.0313324805073756,4902,1098,8.140152773165062e-21,1.823314513450681e-21,0.101
2.031895687084285,4901,1099,8.138492195283958e-21,1.8249750913317832e-21,0.101
2.032099847630007,4900,1100,8.136831617402856e-21,1.826635669212886e-21,0.101
2.035294039339752,4899,1101,8.135171039521753e-21,1.8282962470939888e-21,0.101
2.0354941034332996,4898,1102,8.13351046164065e-21,1.829956824975091e-21,0.101
2.0361608478065687,4897,1103,8.131849883759549e-21,1.831617402856194e-21,0.101
2.0368560631097687,4896,1104,8.130189305878445e-21,1.8332779807372963e-21,0.101
2.0392185485308736,4895,1105,8.128528727997343e-21,1.834938558618399e-21,0.101
2.0405095466161285,4894,1106,8.12686815011624e-21,1.836599136499502e-21,0.101
2.042889498109465,4893,1107,8.125207572235138e-21,1.8382597143806043e-21,0.101
2.0455300442236837,4892,1108,8.123546994354036e-21,1.839920292261707e-21,0.101
2.0463115249766846,4891,1109,8.121886416472932e-21,1.8415808701428094e-21,0.101
2.0468846952952426,4890,1110,8.12022583859183e-21,1.8432414480239122e-21,0.101
2.050341748420212,4889,1111,8.118565260710727e-21,1.844902025905015e-21,0.101
2.0511856262886097,4888,1112,8.116904682829624e-21,1.8465626037861174e-21,0.101
2.055817965304859,4887,1113,8.115244104948522e-21,1.84822318166722e-21,0.101
2.0583566482735693,4886,1114,8.113583527067419e-21,1.849883759548323e-21,0.101
2.0586777543719297,4885,1115,8.111922949186317e-21,1.8515443374294253e-21,0.101
2.0596795410017963,4884,1116,8.110262371305213e-21,1.853204915310528e-21,0.101
2.062167568003782,4883,1117,8.108601793424111e-21,1.8548654931916305e-21,0.101
2.0624940415265995,4882,1118,8.106941215543008e-21,1.8565260710727333e-21,0.101
2.062795553233676,4881,1119,8.105280637661906e-21,1.858186648953836e-21,0.101
2.063315812675587,4880,1120,8.103620059780804e-21,1.8598472268349384e-21,0.101
2.069462546384978,4879,1121,8.1019594818997e-21,1.8615078047160412e-21,0.101
2.0712683916924868,4878,1122,8.100298904018598e-21,1.8631683825971436e-21,0.101
2.0738318166578567,4877,1123,8.098638326137495e-21,1.8648289604782464e-21,0.101
2.0812280614875185,4876,1124,8.096977748256393e-21,1.866489538359349e-21,0.101
2.0830002464127166,4875,1125,8.09531717037529e-21,1.8681501162404515e-21,0.101
